1108939,3899060,-30.802872146410863
1108939,3647358,-30.849370410699898
1108939,699259,-30.858722339583075
1108939,8661642,-30.938155901364073
1108939,4390191,-30.991144123930173
1108939,242056,-31.002737937024616
1108939,2068541,-31.071687293988596
1108939,631424,-31.072035392500865
1108939,6707713,-31.108185479834923
1108939,8596285,-31.120325152356955
1108939,5807716,-31.158568123622153
1108939,6681205,-31.185320567702647
1108939,3130232,-31.225620391732917
1108939,4049530,-31.22605554011928
1108939,7919347,-31.226186072328126
1108939,3150726,-31.254074122330323
1108939,6564869,-31.254269928453322
1108939,4172981,-31.343947353010776
1108939,3745976,-31.343947353010776
1108939,6179026,-31.359108266047112
1108939,2011059,-31.359151784357444
1108939,2251472,-31.359325851286222
1108939,753531,-31.477348212479853
1108939,3865302,-31.495040360243365
1108939,610121,-31.495040360243365
1108939,7844766,-31.495323205668548
1108939,7844765,-31.495344961904433
1108939,3009955,-31.49545374071723
1108939,917895,-31.495475496006488
1108939,2115313,-31.495475496006488
1108939,6204916,-31.513454773299706
1108939,8256786,-31.513933408754557
1108939,6969425,-31.61035741567885
1108939,371765,-31.610444453562092
1108939,8596284,-31.6106620372231
1108939,2875828,-31.610792579845295
1108939,4772094,-31.61092311678727
1108939,7777453,-31.630998462589133
1108939,1851519,-31.631020222138854
1108939,157178,-31.63108549984108
1108939,5836378,-31.631303081924017
1108939,8596286,-31.631542403990004
1108939,1406041,-31.69547170413056
1108939,6164673,-31.695580502668324
1108939,1842680,-31.695624020978656
1108939,3647366,-31.695667538657712
1108939,414222,-31.695711055705516
1108939,5748454,-31.695711055705516
1108939,6758075,-31.695754572122084
1108939,6290174,-31.695798087907438
1108939,2556061,-31.695906874609364
1108939,2556062,-31.696080925127575
1108939,4016944,-31.764464575617517
1108939,1597334,-31.764464575617517
1108939,3899055,-31.764464575617517
1108939,3529237,-31.76452985521366
1108939,3904622,-31.764638651384047
1108939,3899061,-31.764703927192468
1108939,5668417,-31.764986772617654
1108939,5101048,-31.765030284931637
1108939,8596282,-31.813102415204995
1108939,1889170,-31.81338529755878
1108939,834481,-31.81340705663504
1108939,3124564,-31.81353760777847
1108939,3184954,-31.813559365750045
1108939,3184955,-31.813624638717975
1108939,3607301,-31.813624638717975
1108939,6969422,-31.918680535040913
1108939,5553584,-31.918702294590638
1108939,6170678,-31.918702294590638
1108939,6726181,-31.918724053982533
1108939,6707716,-31.918724053982533
1108939,6170677,-31.91874581321661
1108939,1690948,-31.91874581321661
1108939,4847697,-31.91876757229286
